,Driver,Name_x,URL_x,Year_x,Race_Result,DNG_Reason,Match,Unnamed: 0,Serial,URL_y,Name_y,Year_y
350,Carlos Sainz,Rally Japan,/entryinfo/59-rally-japan-2004/3398/,2004,5,Null,59-rally-japan-2004,66.0,67.0,/final/59-rally-japan-2004/,59-rally-japan-2004,2004.0
709,Mikko Hirvonen,Wales Rally GB,/entryinfo/60-wales-rally-gb-2004/3081/,2004,7,Null,60-wales-rally-gb-2004,67.0,68.0,/final/60-wales-rally-gb-2004/,60-wales-rally-gb-2004,2004.0
134,Sébastien Loeb,Wales Rally GB,/entryinfo/60-wales-rally-gb-2004/3082/,2004,2,Null,60-wales-rally-gb-2004,67.0,68.0,/final/60-wales-rally-gb-2004/,60-wales-rally-gb-2004,2004.0
349,Carlos Sainz,Wales Rally GB,/entryinfo/60-wales-rally-gb-2004/3083/,2004,4,Null,60-wales-rally-gb-2004,67.0,68.0,/final/60-wales-rally-gb-2004/,60-wales-rally-gb-2004,2004.0
133,Sébastien Loeb,Supermag Rally Italia Sardinia,/entryinfo/61-supermag-rally-italia-sardinia-2004/2255/,2004,2,Null,61-supermag-rally-italia-sardinia-2004,68.0,69.0,/final/61-supermag-rally-italia-sardinia-2004/,61-supermag-rally-italia-sardinia-2004,2004.0
708,Mikko Hirvonen,Supermag Rally Italia Sardinia,/entryinfo/61-supermag-rally-italia-sardinia-2004/2254/,2004,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Gearbox                            </div>",61-supermag-rally-italia-sardinia-2004,68.0,69.0,/final/61-supermag-rally-italia-sardinia-2004/,61-supermag-rally-italia-sardinia-2004,2004.0
348,Carlos Sainz,Supermag Rally Italia Sardinia,/entryinfo/61-supermag-rally-italia-sardinia-2004/2256/,2004,3,Null,61-supermag-rally-italia-sardinia-2004,68.0,69.0,/final/61-supermag-rally-italia-sardinia-2004/,61-supermag-rally-italia-sardinia-2004,2004.0
132,Sébastien Loeb,Tour de Corse - Rallye de France,/entryinfo/62-tour-de-corse-rallye-de-france-2004/2103/,2004,2,Null,62-tour-de-corse-rallye-de-france-2004,69.0,70.0,/final/62-tour-de-corse-rallye-de-france-2004/,62-tour-de-corse-rallye-de-france-2004,2004.0
707,Mikko Hirvonen,Tour de Corse - Rallye de France,/entryinfo/62-tour-de-corse-rallye-de-france-2004/2102/,2004,1,Null,62-tour-de-corse-rallye-de-france-2004,69.0,70.0,/final/62-tour-de-corse-rallye-de-france-2004/,62-tour-de-corse-rallye-de-france-2004,2004.0
347,Carlos Sainz,Tour de Corse - Rallye de France,/entryinfo/62-tour-de-corse-rallye-de-france-2004/2104/,2004,3,Null,62-tour-de-corse-rallye-de-france-2004,69.0,70.0,/final/62-tour-de-corse-rallye-de-france-2004/,62-tour-de-corse-rallye-de-france-2004,2004.0
346,Carlos Sainz,Rally Catalunya - Costa Brava - Rally de España,/entryinfo/63-rally-catalunya-costa-brava-rally-de-espana-2004/2203/,2004,3,Null,63-rally-catalunya-costa-brava-rally-de-espana-2004,70.0,71.0,/final/63-rally-catalunya-costa-brava-rally-de-espana-2004/,63-rally-catalunya-costa-brava-rally-de-espana-2004,2004.0
131,Sébastien Loeb,Rally Catalunya - Costa Brava - Rally de España,/entryinfo/63-rally-catalunya-costa-brava-rally-de-espana-2004/2202/,2004,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Oil sump                            </div>",63-rally-catalunya-costa-brava-rally-de-espana-2004,70.0,71.0,/final/63-rally-catalunya-costa-brava-rally-de-espana-2004/,63-rally-catalunya-costa-brava-rally-de-espana-2004,2004.0
706,Mikko Hirvonen,Rally Catalunya - Costa Brava - Rally de España,/entryinfo/63-rally-catalunya-costa-brava-rally-de-espana-2004/2201/,2004,8,Null,63-rally-catalunya-costa-brava-rally-de-espana-2004,70.0,71.0,/final/63-rally-catalunya-costa-brava-rally-de-espana-2004/,63-rally-catalunya-costa-brava-rally-de-espana-2004,2004.0
705,Mikko Hirvonen,Telstra Rally Australia,/entryinfo/64-telstra-rally-australia-2004/2322/,2004,4,Null,64-telstra-rally-australia-2004,71.0,72.0,/final/64-telstra-rally-australia-2004/,64-telstra-rally-australia-2004,2004.0
130,Sébastien Loeb,Telstra Rally Australia,/entryinfo/64-telstra-rally-australia-2004/2323/,2004,1,Null,64-telstra-rally-australia-2004,71.0,72.0,/final/64-telstra-rally-australia-2004/,64-telstra-rally-australia-2004,2004.0
129,Sébastien Loeb,Rallye Automobile Monte-Carlo,/entryinfo/33-rallye-automobile-monte-carlo-2005/1078/,2005,1,Null,33-rallye-automobile-monte-carlo-2005,72.0,73.0,/final/33-rallye-automobile-monte-carlo-2005/,33-rallye-automobile-monte-carlo-2005,2005.0
704,Mikko Hirvonen,Uddeholm Swedish Rally,/entryinfo/34-uddeholm-swedish-rally-2005/1106/,2005,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Electrical                            </div>",34-uddeholm-swedish-rally-2005,73.0,74.0,/final/34-uddeholm-swedish-rally-2005/,34-uddeholm-swedish-rally-2005,2005.0
128,Sébastien Loeb,Uddeholm Swedish Rally,/entryinfo/34-uddeholm-swedish-rally-2005/1085/,2005,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>",34-uddeholm-swedish-rally-2005,73.0,74.0,/final/34-uddeholm-swedish-rally-2005/,34-uddeholm-swedish-rally-2005,2005.0
127,Sébastien Loeb,Corona Rally Mexico,/entryinfo/35-corona-rally-mexico-2005/1186/,2005,4,Null,35-corona-rally-mexico-2005,74.0,75.0,/final/35-corona-rally-mexico-2005/,35-corona-rally-mexico-2005,2005.0
126,Sébastien Loeb,Propecia Rally New Zealand,/entryinfo/36-propecia-rally-new-zealand-2005/1230/,2005,1,Null,36-propecia-rally-new-zealand-2005,75.0,76.0,/final/36-propecia-rally-new-zealand-2005/,36-propecia-rally-new-zealand-2005,2005.0
125,Sébastien Loeb,Supermag Rally Italia Sardinia,/entryinfo/37-supermag-rally-italia-sardinia-2005/1299/,2005,1,Null,37-supermag-rally-italia-sardinia-2005,76.0,77.0,/final/37-supermag-rally-italia-sardinia-2005/,37-supermag-rally-italia-sardinia-2005,2005.0
703,Mikko Hirvonen,Supermag Rally Italia Sardinia,/entryinfo/37-supermag-rally-italia-sardinia-2005/1316/,2005,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Retired                            </div>",37-supermag-rally-italia-sardinia-2005,76.0,77.0,/final/37-supermag-rally-italia-sardinia-2005/,37-supermag-rally-italia-sardinia-2005,2005.0
124,Sébastien Loeb,Cyprus Rally,/entryinfo/38-cyprus-rally-2005/1368/,2005,1,Null,38-cyprus-rally-2005,77.0,78.0,/final/38-cyprus-rally-2005/,38-cyprus-rally-2005,2005.0
345,Carlos Sainz,Rally of Turkey,/entryinfo/39-rally-of-turkey-2005/2388/,2005,4,Null,39-rally-of-turkey-2005,78.0,79.0,/final/39-rally-of-turkey-2005/,39-rally-of-turkey-2005,2005.0
123,Sébastien Loeb,Rally of Turkey,/entryinfo/39-rally-of-turkey-2005/2387/,2005,1,Null,39-rally-of-turkey-2005,78.0,79.0,/final/39-rally-of-turkey-2005/,39-rally-of-turkey-2005,2005.0
344,Carlos Sainz,Acropolis Rally of Greece,/entryinfo/40-acropolis-rally-of-greece-2005/2010/,2005,3,Null,40-acropolis-rally-of-greece-2005,79.0,80.0,/final/40-acropolis-rally-of-greece-2005/,40-acropolis-rally-of-greece-2005,2005.0
122,Sébastien Loeb,Acropolis Rally of Greece,/entryinfo/40-acropolis-rally-of-greece-2005/2009/,2005,1,Null,40-acropolis-rally-of-greece-2005,79.0,80.0,/final/40-acropolis-rally-of-greece-2005/,40-acropolis-rally-of-greece-2005,2005.0
702,Mikko Hirvonen,Acropolis Rally of Greece,/entryinfo/40-acropolis-rally-of-greece-2005/2030/,2005,5,Null,40-acropolis-rally-of-greece-2005,79.0,80.0,/final/40-acropolis-rally-of-greece-2005/,40-acropolis-rally-of-greece-2005,2005.0
121,Sébastien Loeb,Rally Argentina,/entryinfo/41-rally-argentina-2005/1871/,2005,1,Null,41-rally-argentina-2005,80.0,81.0,/final/41-rally-argentina-2005/,41-rally-argentina-2005,2005.0
701,Mikko Hirvonen,Neste Rally Finland,/entryinfo/42-neste-rally-finland-2005/1729/,2005,5,Null,42-neste-rally-finland-2005,81.0,82.0,/final/42-neste-rally-finland-2005/,42-neste-rally-finland-2005,2005.0
120,Sébastien Loeb,Neste Rally Finland,/entryinfo/42-neste-rally-finland-2005/1726/,2005,2,Null,42-neste-rally-finland-2005,81.0,82.0,/final/42-neste-rally-finland-2005/,42-neste-rally-finland-2005,2005.0
119,Sébastien Loeb,OMV ADAC Rallye Deutschland,/entryinfo/43-omv-adac-rallye-deutschland-2005/1803/,2005,1,Null,43-omv-adac-rallye-deutschland-2005,82.0,83.0,/final/43-omv-adac-rallye-deutschland-2005/,43-omv-adac-rallye-deutschland-2005,2005.0
418,Colin McRae,Wales Rally GB,/entryinfo/44-wales-rally-gb-2005/2545/,2005,7,Null,44-wales-rally-gb-2005,83.0,84.0,/final/44-wales-rally-gb-2005/,44-wales-rally-gb-2005,2005.0
118,Sébastien Loeb,Wales Rally GB,/entryinfo/44-wales-rally-gb-2005/2534/,2005,3,Null,44-wales-rally-gb-2005,83.0,84.0,/final/44-wales-rally-gb-2005/,44-wales-rally-gb-2005,2005.0
700,Mikko Hirvonen,Rally Japan,/entryinfo/45-rally-japan-2005/2833/,2005,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>",45-rally-japan-2005,84.0,85.0,/final/45-rally-japan-2005/,45-rally-japan-2005,2005.0
117,Sébastien Loeb,Rally Japan,/entryinfo/45-rally-japan-2005/2822/,2005,2,Null,45-rally-japan-2005,84.0,85.0,/final/45-rally-japan-2005/,45-rally-japan-2005,2005.0
116,Sébastien Loeb,Tour de Corse - Rallye de France,/entryinfo/46-tour-de-corse-rallye-de-france-2005/1482/,2005,1,Null,46-tour-de-corse-rallye-de-france-2005,85.0,86.0,/final/46-tour-de-corse-rallye-de-france-2005/,46-tour-de-corse-rallye-de-france-2005,2005.0
115,Sébastien Loeb,RallyRACC Catalunya - Costa Daurada,/entryinfo/47-rallyracc-catalunya-costa-daurada-2005/1539/,2005,1,Null,47-rallyracc-catalunya-costa-daurada-2005,86.0,87.0,/final/47-rallyracc-catalunya-costa-daurada-2005/,47-rallyracc-catalunya-costa-daurada-2005,2005.0
699,Mikko Hirvonen,RallyRACC Catalunya - Costa Daurada,/entryinfo/47-rallyracc-catalunya-costa-daurada-2005/1555/,2005,3,Null,47-rallyracc-catalunya-costa-daurada-2005,86.0,87.0,/final/47-rallyracc-catalunya-costa-daurada-2005/,47-rallyracc-catalunya-costa-daurada-2005,2005.0
417,Colin McRae,Telstra Rally Australia,/entryinfo/48-telstra-rally-australia-2005/1416/,2005,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Over time limit                            </div>",48-telstra-rally-australia-2005,87.0,88.0,/final/48-telstra-rally-australia-2005/,48-telstra-rally-australia-2005,2005.0
114,Sébastien Loeb,Telstra Rally Australia,/entryinfo/48-telstra-rally-australia-2005/1405/,2005,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>",48-telstra-rally-australia-2005,87.0,88.0,/final/48-telstra-rally-australia-2005/,48-telstra-rally-australia-2005,2005.0
113,Sébastien Loeb,Rallye Automobile Monte-Carlo,/entryinfo/1-rallye-automobile-monte-carlo-2006/169/,2006,2,Null,1-rallye-automobile-monte-carlo-2006,88.0,89.0,/final/1-rallye-automobile-monte-carlo-2006/,1-rallye-automobile-monte-carlo-2006,2006.0
698,Mikko Hirvonen,Rallye Automobile Monte-Carlo,/entryinfo/1-rallye-automobile-monte-carlo-2006/172/,2006,7,Null,1-rallye-automobile-monte-carlo-2006,88.0,89.0,/final/1-rallye-automobile-monte-carlo-2006/,1-rallye-automobile-monte-carlo-2006,2006.0
112,Sébastien Loeb,Uddeholm Swedish Rally,/entryinfo/2-uddeholm-swedish-rally-2006/224/,2006,2,Null,2-uddeholm-swedish-rally-2006,89.0,90.0,/final/2-uddeholm-swedish-rally-2006/,2-uddeholm-swedish-rally-2006,2006.0
697,Mikko Hirvonen,Uddeholm Swedish Rally,/entryinfo/2-uddeholm-swedish-rally-2006/227/,2006,1,Null,2-uddeholm-swedish-rally-2006,89.0,90.0,/final/2-uddeholm-swedish-rally-2006/,2-uddeholm-swedish-rally-2006,2006.0
111,Sébastien Loeb,Corona Rally Mexico,/entryinfo/3-corona-rally-mexico-2006/292/,2006,1,Null,3-corona-rally-mexico-2006,90.0,91.0,/final/3-corona-rally-mexico-2006/,3-corona-rally-mexico-2006,2006.0
696,Mikko Hirvonen,Corona Rally Mexico,/entryinfo/3-corona-rally-mexico-2006/295/,2006,1,Null,3-corona-rally-mexico-2006,90.0,91.0,/final/3-corona-rally-mexico-2006/,3-corona-rally-mexico-2006,2006.0
110,Sébastien Loeb,RallyRACC Catalunya - Costa Daurada,/entryinfo/4-rallyracc-catalunya-costa-daurada-2006/318/,2006,1,Null,4-rallyracc-catalunya-costa-daurada-2006,91.0,92.0,/final/4-rallyracc-catalunya-costa-daurada-2006/,4-rallyracc-catalunya-costa-daurada-2006,2006.0
695,Mikko Hirvonen,RallyRACC Catalunya - Costa Daurada,/entryinfo/4-rallyracc-catalunya-costa-daurada-2006/321/,2006,9,Null,4-rallyracc-catalunya-costa-daurada-2006,91.0,92.0,/final/4-rallyracc-catalunya-costa-daurada-2006/,4-rallyracc-catalunya-costa-daurada-2006,2006.0
109,Sébastien Loeb,Tour de Corse - Rallye de France,/entryinfo/5-tour-de-corse-rallye-de-france-2006/367/,2006,1,Null,5-tour-de-corse-rallye-de-france-2006,92.0,93.0,/final/5-tour-de-corse-rallye-de-france-2006/,5-tour-de-corse-rallye-de-france-2006,2006.0
694,Mikko Hirvonen,Tour de Corse - Rallye de France,/entryinfo/5-tour-de-corse-rallye-de-france-2006/370/,2006,4,Null,5-tour-de-corse-rallye-de-france-2006,92.0,93.0,/final/5-tour-de-corse-rallye-de-france-2006/,5-tour-de-corse-rallye-de-france-2006,2006.0
108,Sébastien Loeb,Rally Argentina,/entryinfo/6-rally-argentina-2006/967/,2006,1,Null,6-rally-argentina-2006,93.0,94.0,/final/6-rally-argentina-2006/,6-rally-argentina-2006,2006.0
693,Mikko Hirvonen,Rally Argentina,/entryinfo/6-rally-argentina-2006/970/,2006,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>",6-rally-argentina-2006,93.0,94.0,/final/6-rally-argentina-2006/,6-rally-argentina-2006,2006.0
107,Sébastien Loeb,Rally d'Italia Sardegna,/entryinfo/7-rally-ditalia-sardegna-2006/686/,2006,1,Null,7-rally-ditalia-sardegna-2006,94.0,95.0,/final/7-rally-ditalia-sardegna-2006/,7-rally-ditalia-sardegna-2006,2006.0
692,Mikko Hirvonen,Rally d'Italia Sardegna,/entryinfo/7-rally-ditalia-sardegna-2006/689/,2006,2,Null,7-rally-ditalia-sardegna-2006,94.0,95.0,/final/7-rally-ditalia-sardegna-2006/,7-rally-ditalia-sardegna-2006,2006.0
691,Mikko Hirvonen,BP Ultimate Acropolis Rally of Greece,/entryinfo/8-bp-ultimate-acropolis-rally-of-greece-2006/1602/,2006,3,Null,8-bp-ultimate-acropolis-rally-of-greece-2006,95.0,96.0,/final/8-bp-ultimate-acropolis-rally-of-greece-2006/,8-bp-ultimate-acropolis-rally-of-greece-2006,2006.0
106,Sébastien Loeb,BP Ultimate Acropolis Rally of Greece,/entryinfo/8-bp-ultimate-acropolis-rally-of-greece-2006/1599/,2006,2,Null,8-bp-ultimate-acropolis-rally-of-greece-2006,95.0,96.0,/final/8-bp-ultimate-acropolis-rally-of-greece-2006/,8-bp-ultimate-acropolis-rally-of-greece-2006,2006.0
690,Mikko Hirvonen,OMV ADAC Rallye Deutschland,/entryinfo/9-omv-adac-rallye-deutschland-2006/657/,2006,9,Null,9-omv-adac-rallye-deutschland-2006,96.0,97.0,/final/9-omv-adac-rallye-deutschland-2006/,9-omv-adac-rallye-deutschland-2006,2006.0
105,Sébastien Loeb,OMV ADAC Rallye Deutschland,/entryinfo/9-omv-adac-rallye-deutschland-2006/654/,2006,1,Null,9-omv-adac-rallye-deutschland-2006,96.0,97.0,/final/9-omv-adac-rallye-deutschland-2006/,9-omv-adac-rallye-deutschland-2006,2006.0
689,Mikko Hirvonen,Neste Rally Finland,/entryinfo/10-neste-rally-finland-2006/550/,2006,3,Null,10-neste-rally-finland-2006,97.0,98.0,/final/10-neste-rally-finland-2006/,10-neste-rally-finland-2006,2006.0
104,Sébastien Loeb,Neste Rally Finland,/entryinfo/10-neste-rally-finland-2006/547/,2006,2,Null,10-neste-rally-finland-2006,97.0,98.0,/final/10-neste-rally-finland-2006/,10-neste-rally-finland-2006,2006.0
103,Sébastien Loeb,Rally Japan,/entryinfo/11-rally-japan-2006/879/,2006,1,Null,11-rally-japan-2006,98.0,99.0,/final/11-rally-japan-2006/,11-rally-japan-2006,2006.0
688,Mikko Hirvonen,Rally Japan,/entryinfo/11-rally-japan-2006/882/,2006,3,Null,11-rally-japan-2006,98.0,99.0,/final/11-rally-japan-2006/,11-rally-japan-2006,2006.0
687,Mikko Hirvonen,Cyprus Rally,/entryinfo/12-cyprus-rally-2006/460/,2006,3,Null,12-cyprus-rally-2006,99.0,100.0,/final/12-cyprus-rally-2006/,12-cyprus-rally-2006,2006.0
102,Sébastien Loeb,Cyprus Rally,/entryinfo/12-cyprus-rally-2006/457/,2006,1,Null,12-cyprus-rally-2006,99.0,100.0,/final/12-cyprus-rally-2006/,12-cyprus-rally-2006,2006.0
416,Colin McRae,Rally of Turkey,/entryinfo/13-rally-of-turkey-2006/811/,2006,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Mechanical                            </div>",13-rally-of-turkey-2006,100.0,101.0,/final/13-rally-of-turkey-2006/,13-rally-of-turkey-2006,2006.0
686,Mikko Hirvonen,Rally of Turkey,/entryinfo/13-rally-of-turkey-2006/814/,2006,2,Null,13-rally-of-turkey-2006,100.0,101.0,/final/13-rally-of-turkey-2006/,13-rally-of-turkey-2006,2006.0
685,Mikko Hirvonen,Telstra Rally Australia,/entryinfo/14-telstra-rally-australia-2006/536/,2006,1,Null,14-telstra-rally-australia-2006,101.0,102.0,/final/14-telstra-rally-australia-2006/,14-telstra-rally-australia-2006,2006.0
684,Mikko Hirvonen,Propecia Rally New Zealand,/entryinfo/15-propecia-rally-new-zealand-2006/5/,2006,2,Null,15-propecia-rally-new-zealand-2006,102.0,103.0,/final/15-propecia-rally-new-zealand-2006/,15-propecia-rally-new-zealand-2006,2006.0
683,Mikko Hirvonen,Wales Rally GB,/entryinfo/16-wales-rally-gb-2006/53/,2006,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Rollcage damaged                            </div>",16-wales-rally-gb-2006,103.0,104.0,/final/16-wales-rally-gb-2006/,16-wales-rally-gb-2006,2006.0
682,Mikko Hirvonen,Rallye Automobile Monte-Carlo,/entryinfo/17-rallye-automobile-monte-carlo-2007/1686/,2007,5,Null,17-rallye-automobile-monte-carlo-2007,104.0,105.0,/final/17-rallye-automobile-monte-carlo-2007/,17-rallye-automobile-monte-carlo-2007,2007.0
101,Sébastien Loeb,Rallye Automobile Monte-Carlo,/entryinfo/17-rallye-automobile-monte-carlo-2007/1683/,2007,1,Null,17-rallye-automobile-monte-carlo-2007,104.0,105.0,/final/17-rallye-automobile-monte-carlo-2007/,17-rallye-automobile-monte-carlo-2007,2007.0
681,Mikko Hirvonen,Uddeholm Swedish Rally,/entryinfo/18-uddeholm-swedish-rally-2007/1948/,2007,3,Null,18-uddeholm-swedish-rally-2007,105.0,106.0,/final/18-uddeholm-swedish-rally-2007/,18-uddeholm-swedish-rally-2007,2007.0
100,Sébastien Loeb,Uddeholm Swedish Rally,/entryinfo/18-uddeholm-swedish-rally-2007/1945/,2007,2,Null,18-uddeholm-swedish-rally-2007,105.0,106.0,/final/18-uddeholm-swedish-rally-2007/,18-uddeholm-swedish-rally-2007,2007.0
680,Mikko Hirvonen,Rally Norway,/entryinfo/19-rally-norway-2007/2674/,2007,1,Null,19-rally-norway-2007,106.0,107.0,/final/19-rally-norway-2007/,19-rally-norway-2007,2007.0
99,Sébastien Loeb,Rally Norway,/entryinfo/19-rally-norway-2007/2671/,2007,1,Null,19-rally-norway-2007,106.0,107.0,/final/19-rally-norway-2007/,19-rally-norway-2007,2007.0
679,Mikko Hirvonen,Corona Rally Mexico,/entryinfo/20-corona-rally-mexico-2007/3371/,2007,3,Null,20-corona-rally-mexico-2007,107.0,108.0,/final/20-corona-rally-mexico-2007/,20-corona-rally-mexico-2007,2007.0
98,Sébastien Loeb,Corona Rally Mexico,/entryinfo/20-corona-rally-mexico-2007/3368/,2007,1,Null,20-corona-rally-mexico-2007,107.0,108.0,/final/20-corona-rally-mexico-2007/,20-corona-rally-mexico-2007,2007.0
678,Mikko Hirvonen,Vodafone Rally de Portugal,/entryinfo/21-vodafone-rally-de-portugal-2007/3669/,2007,5,Null,21-vodafone-rally-de-portugal-2007,108.0,109.0,/final/21-vodafone-rally-de-portugal-2007/,21-vodafone-rally-de-portugal-2007,2007.0
97,Sébastien Loeb,Vodafone Rally de Portugal,/entryinfo/21-vodafone-rally-de-portugal-2007/3666/,2007,1,Null,21-vodafone-rally-de-portugal-2007,108.0,109.0,/final/21-vodafone-rally-de-portugal-2007/,21-vodafone-rally-de-portugal-2007,2007.0
