,Driver,Name_x,URL_x,Year_x,Race_Result,DNG_Reason,Match,Unnamed: 0,Serial,URL_y,Name_y,Year_y
1050,Tommi Mäkinen,Rallye Automobile Monte-Carlo,/entryinfo/108-rallye-automobile-monte-carlo-2000/6971/,2000,1,Null,108-rallye-automobile-monte-carlo-2000,0.0,1.0,/final/108-rallye-automobile-monte-carlo-2000/,108-rallye-automobile-monte-carlo-2000,2000.0
415,Carlos Sainz,Rallye Automobile Monte-Carlo,/entryinfo/108-rallye-automobile-monte-carlo-2000/6976/,2000,2,Null,108-rallye-automobile-monte-carlo-2000,0.0,1.0,/final/108-rallye-automobile-monte-carlo-2000/,108-rallye-automobile-monte-carlo-2000,2000.0
474,Colin McRae,Rallye Automobile Monte-Carlo,/entryinfo/108-rallye-automobile-monte-carlo-2000/6975/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>",108-rallye-automobile-monte-carlo-2000,0.0,1.0,/final/108-rallye-automobile-monte-carlo-2000/,108-rallye-automobile-monte-carlo-2000,2000.0
414,Carlos Sainz,International Swedish Rally,/entryinfo/109-international-swedish-rally-2000/7034/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Fuel pump                            </div>",109-international-swedish-rally-2000,1.0,2.0,/final/109-international-swedish-rally-2000/,109-international-swedish-rally-2000,2000.0
473,Colin McRae,International Swedish Rally,/entryinfo/109-international-swedish-rally-2000/7033/,2000,3,Null,109-international-swedish-rally-2000,1.0,2.0,/final/109-international-swedish-rally-2000/,109-international-swedish-rally-2000,2000.0
1049,Tommi Mäkinen,International Swedish Rally,/entryinfo/109-international-swedish-rally-2000/7029/,2000,2,Null,109-international-swedish-rally-2000,1.0,2.0,/final/109-international-swedish-rally-2000/,109-international-swedish-rally-2000,2000.0
1048,Tommi Mäkinen,Sameer Safari Rally Kenya,/entryinfo/110-sameer-safari-rally-kenya-2000/7147/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Suspension                            </div>",110-sameer-safari-rally-kenya-2000,2.0,3.0,/final/110-sameer-safari-rally-kenya-2000/,110-sameer-safari-rally-kenya-2000,2000.0
413,Carlos Sainz,Sameer Safari Rally Kenya,/entryinfo/110-sameer-safari-rally-kenya-2000/7152/,2000,4,Null,110-sameer-safari-rally-kenya-2000,2.0,3.0,/final/110-sameer-safari-rally-kenya-2000/,110-sameer-safari-rally-kenya-2000,2000.0
472,Colin McRae,Sameer Safari Rally Kenya,/entryinfo/110-sameer-safari-rally-kenya-2000/7151/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>",110-sameer-safari-rally-kenya-2000,2.0,3.0,/final/110-sameer-safari-rally-kenya-2000/,110-sameer-safari-rally-kenya-2000,2000.0
471,Colin McRae,TAP Rallye de Portugal,/entryinfo/111-tap-rallye-de-portugal-2000/7206/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>",111-tap-rallye-de-portugal-2000,3.0,4.0,/final/111-tap-rallye-de-portugal-2000/,111-tap-rallye-de-portugal-2000,2000.0
412,Carlos Sainz,TAP Rallye de Portugal,/entryinfo/111-tap-rallye-de-portugal-2000/7207/,2000,3,Null,111-tap-rallye-de-portugal-2000,3.0,4.0,/final/111-tap-rallye-de-portugal-2000/,111-tap-rallye-de-portugal-2000,2000.0
1047,Tommi Mäkinen,TAP Rallye de Portugal,/entryinfo/111-tap-rallye-de-portugal-2000/7202/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>",111-tap-rallye-de-portugal-2000,3.0,4.0,/final/111-tap-rallye-de-portugal-2000/,111-tap-rallye-de-portugal-2000,2000.0
470,Colin McRae,Rallye Catalunya - Costa Brava - Rallye de España,/entryinfo/112-rallye-catalunya-costa-brava-rallye-de-espana-2000/7849/,2000,1,Null,112-rallye-catalunya-costa-brava-rallye-de-espana-2000,4.0,5.0,/final/112-rallye-catalunya-costa-brava-rallye-de-espana-2000/,112-rallye-catalunya-costa-brava-rallye-de-espana-2000,2000.0
1046,Tommi Mäkinen,Rallye Catalunya - Costa Brava - Rallye de España,/entryinfo/112-rallye-catalunya-costa-brava-rallye-de-espana-2000/7845/,2000,4,Null,112-rallye-catalunya-costa-brava-rallye-de-espana-2000,4.0,5.0,/final/112-rallye-catalunya-costa-brava-rallye-de-espana-2000/,112-rallye-catalunya-costa-brava-rallye-de-espana-2000,2000.0
411,Carlos Sainz,Rally Argentina,/entryinfo/113-rally-argentina-2000/8225/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Radiator                            </div>",113-rally-argentina-2000,5.0,6.0,/final/113-rally-argentina-2000/,113-rally-argentina-2000,2000.0
469,Colin McRae,Rally Argentina,/entryinfo/113-rally-argentina-2000/8224/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>",113-rally-argentina-2000,5.0,6.0,/final/113-rally-argentina-2000/,113-rally-argentina-2000,2000.0
1045,Tommi Mäkinen,Rally Argentina,/entryinfo/113-rally-argentina-2000/8220/,2000,3,Null,113-rally-argentina-2000,5.0,6.0,/final/113-rally-argentina-2000/,113-rally-argentina-2000,2000.0
468,Colin McRae,Acropolis Rally,/entryinfo/114-acropolis-rally-2000/8252/,2000,1,Null,114-acropolis-rally-2000,6.0,7.0,/final/114-acropolis-rally-2000/,114-acropolis-rally-2000,2000.0
410,Carlos Sainz,Acropolis Rally,/entryinfo/114-acropolis-rally-2000/8253/,2000,2,Null,114-acropolis-rally-2000,6.0,7.0,/final/114-acropolis-rally-2000/,114-acropolis-rally-2000,2000.0
1044,Tommi Mäkinen,Acropolis Rally,/entryinfo/114-acropolis-rally-2000/8248/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Wheel hub                            </div>",114-acropolis-rally-2000,6.0,7.0,/final/114-acropolis-rally-2000/,114-acropolis-rally-2000,2000.0
409,Carlos Sainz,Propecia Rally New Zealand,/entryinfo/115-propecia-rally-new-zealand-2000/8011/,2000,3,Null,115-propecia-rally-new-zealand-2000,7.0,8.0,/final/115-propecia-rally-new-zealand-2000/,115-propecia-rally-new-zealand-2000,2000.0
1043,Tommi Mäkinen,Propecia Rally New Zealand,/entryinfo/115-propecia-rally-new-zealand-2000/8006/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>",115-propecia-rally-new-zealand-2000,7.0,8.0,/final/115-propecia-rally-new-zealand-2000/,115-propecia-rally-new-zealand-2000,2000.0
467,Colin McRae,Propecia Rally New Zealand,/entryinfo/115-propecia-rally-new-zealand-2000/8010/,2000,2,Null,115-propecia-rally-new-zealand-2000,7.0,8.0,/final/115-propecia-rally-new-zealand-2000/,115-propecia-rally-new-zealand-2000,2000.0
408,Carlos Sainz,Neste Rally Finland,/entryinfo/116-neste-rally-finland-2000/7517/,2000,1,Null,116-neste-rally-finland-2000,8.0,9.0,/final/116-neste-rally-finland-2000/,116-neste-rally-finland-2000,2000.0
1042,Tommi Mäkinen,Neste Rally Finland,/entryinfo/116-neste-rally-finland-2000/7512/,2000,4,Null,116-neste-rally-finland-2000,8.0,9.0,/final/116-neste-rally-finland-2000/,116-neste-rally-finland-2000,2000.0
466,Colin McRae,Neste Rally Finland,/entryinfo/116-neste-rally-finland-2000/7516/,2000,2,Null,116-neste-rally-finland-2000,8.0,9.0,/final/116-neste-rally-finland-2000/,116-neste-rally-finland-2000,2000.0
173,Sébastien Loeb,Neste Rally Finland,/entryinfo/116-neste-rally-finland-2000/7586/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Mechanical                            </div>",116-neste-rally-finland-2000,8.0,9.0,/final/116-neste-rally-finland-2000/,116-neste-rally-finland-2000,2000.0
465,Colin McRae,Cyprus Rally,/entryinfo/117-cyprus-rally-2000/7463/,2000,2,Null,117-cyprus-rally-2000,9.0,10.0,/final/117-cyprus-rally-2000/,117-cyprus-rally-2000,2000.0
407,Carlos Sainz,Cyprus Rally,/entryinfo/117-cyprus-rally-2000/7464/,2000,1,Null,117-cyprus-rally-2000,9.0,10.0,/final/117-cyprus-rally-2000/,117-cyprus-rally-2000,2000.0
1041,Tommi Mäkinen,Cyprus Rally,/entryinfo/117-cyprus-rally-2000/7459/,2000,5,Null,117-cyprus-rally-2000,9.0,10.0,/final/117-cyprus-rally-2000/,117-cyprus-rally-2000,2000.0
1040,Tommi Mäkinen,V-Rally Tour de Corse - Rallye de France,/entryinfo/118-v-rally-tour-de-corse-rallye-de-france-2000/8523/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>",118-v-rally-tour-de-corse-rallye-de-france-2000,10.0,11.0,/final/118-v-rally-tour-de-corse-rallye-de-france-2000/,118-v-rally-tour-de-corse-rallye-de-france-2000,2000.0
464,Colin McRae,V-Rally Tour de Corse - Rallye de France,/entryinfo/118-v-rally-tour-de-corse-rallye-de-france-2000/8527/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>",118-v-rally-tour-de-corse-rallye-de-france-2000,10.0,11.0,/final/118-v-rally-tour-de-corse-rallye-de-france-2000/,118-v-rally-tour-de-corse-rallye-de-france-2000,2000.0
406,Carlos Sainz,V-Rally Tour de Corse - Rallye de France,/entryinfo/118-v-rally-tour-de-corse-rallye-de-france-2000/8528/,2000,3,Null,118-v-rally-tour-de-corse-rallye-de-france-2000,10.0,11.0,/final/118-v-rally-tour-de-corse-rallye-de-france-2000/,118-v-rally-tour-de-corse-rallye-de-france-2000,2000.0
1039,Tommi Mäkinen,Rallye Sanremo - Rallye d'Italia,/entryinfo/119-rallye-sanremo-rallye-ditalia-2000/7253/,2000,3,Null,119-rallye-sanremo-rallye-ditalia-2000,11.0,12.0,/final/119-rallye-sanremo-rallye-ditalia-2000/,119-rallye-sanremo-rallye-ditalia-2000,2000.0
463,Colin McRae,Rallye Sanremo - Rallye d'Italia,/entryinfo/119-rallye-sanremo-rallye-ditalia-2000/7257/,2000,6,Null,119-rallye-sanremo-rallye-ditalia-2000,11.0,12.0,/final/119-rallye-sanremo-rallye-ditalia-2000/,119-rallye-sanremo-rallye-ditalia-2000,2000.0
405,Carlos Sainz,Rallye Sanremo - Rallye d'Italia,/entryinfo/119-rallye-sanremo-rallye-ditalia-2000/7258/,2000,5,Null,119-rallye-sanremo-rallye-ditalia-2000,11.0,12.0,/final/119-rallye-sanremo-rallye-ditalia-2000/,119-rallye-sanremo-rallye-ditalia-2000,2000.0
172,Sébastien Loeb,Rallye Sanremo - Rallye d'Italia,/entryinfo/119-rallye-sanremo-rallye-ditalia-2000/7292/,2000,1,Null,119-rallye-sanremo-rallye-ditalia-2000,11.0,12.0,/final/119-rallye-sanremo-rallye-ditalia-2000/,119-rallye-sanremo-rallye-ditalia-2000,2000.0
462,Colin McRae,Telstra Rally Australia,/entryinfo/120-telstra-rally-australia-2000/7376/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>",120-telstra-rally-australia-2000,12.0,13.0,/final/120-telstra-rally-australia-2000/,120-telstra-rally-australia-2000,2000.0
1038,Tommi Mäkinen,Telstra Rally Australia,/entryinfo/120-telstra-rally-australia-2000/7372/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Excluded - turbo                            </div>",120-telstra-rally-australia-2000,12.0,13.0,/final/120-telstra-rally-australia-2000/,120-telstra-rally-australia-2000,2000.0
404,Carlos Sainz,Telstra Rally Australia,/entryinfo/120-telstra-rally-australia-2000/7377/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Excluded - stopped right befor…                            </div>",120-telstra-rally-australia-2000,12.0,13.0,/final/120-telstra-rally-australia-2000/,120-telstra-rally-australia-2000,2000.0
171,Sébastien Loeb,Network Q Rally of Great Britain,/entryinfo/121-network-q-rally-of-great-britain-2000/9081/,2000,3,Null,121-network-q-rally-of-great-britain-2000,13.0,14.0,/final/121-network-q-rally-of-great-britain-2000/,121-network-q-rally-of-great-britain-2000,2000.0
461,Colin McRae,Network Q Rally of Great Britain,/entryinfo/121-network-q-rally-of-great-britain-2000/8545/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>",121-network-q-rally-of-great-britain-2000,13.0,14.0,/final/121-network-q-rally-of-great-britain-2000/,121-network-q-rally-of-great-britain-2000,2000.0
403,Carlos Sainz,Network Q Rally of Great Britain,/entryinfo/121-network-q-rally-of-great-britain-2000/8546/,2000,4,Null,121-network-q-rally-of-great-britain-2000,13.0,14.0,/final/121-network-q-rally-of-great-britain-2000/,121-network-q-rally-of-great-britain-2000,2000.0
1037,Tommi Mäkinen,Network Q Rally of Great Britain,/entryinfo/121-network-q-rally-of-great-britain-2000/8541/,2000,3,Null,121-network-q-rally-of-great-britain-2000,13.0,14.0,/final/121-network-q-rally-of-great-britain-2000/,121-network-q-rally-of-great-britain-2000,2000.0
460,Colin McRae,Rallye Automobile Monte-Carlo,/entryinfo/94-rallye-automobile-monte-carlo-2001/5716/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Mechanical                            </div>",94-rallye-automobile-monte-carlo-2001,14.0,15.0,/final/94-rallye-automobile-monte-carlo-2001/,94-rallye-automobile-monte-carlo-2001,2001.0
170,Sébastien Loeb,Rallye Automobile Monte-Carlo,/entryinfo/94-rallye-automobile-monte-carlo-2001/5744/,2001,1,Null,94-rallye-automobile-monte-carlo-2001,14.0,15.0,/final/94-rallye-automobile-monte-carlo-2001/,94-rallye-automobile-monte-carlo-2001,2001.0
1036,Tommi Mäkinen,Rallye Automobile Monte-Carlo,/entryinfo/94-rallye-automobile-monte-carlo-2001/5719/,2001,1,Null,94-rallye-automobile-monte-carlo-2001,14.0,15.0,/final/94-rallye-automobile-monte-carlo-2001/,94-rallye-automobile-monte-carlo-2001,2001.0
402,Carlos Sainz,Rallye Automobile Monte-Carlo,/entryinfo/94-rallye-automobile-monte-carlo-2001/5715/,2001,2,Null,94-rallye-automobile-monte-carlo-2001,14.0,15.0,/final/94-rallye-automobile-monte-carlo-2001/,94-rallye-automobile-monte-carlo-2001,2001.0
459,Colin McRae,International Swedish Rally,/entryinfo/95-international-swedish-rally-2001/5772/,2001,9,Null,95-international-swedish-rally-2001,15.0,16.0,/final/95-international-swedish-rally-2001/,95-international-swedish-rally-2001,2001.0
169,Sébastien Loeb,International Swedish Rally,/entryinfo/95-international-swedish-rally-2001/5824/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>",95-international-swedish-rally-2001,15.0,16.0,/final/95-international-swedish-rally-2001/,95-international-swedish-rally-2001,2001.0
401,Carlos Sainz,International Swedish Rally,/entryinfo/95-international-swedish-rally-2001/5771/,2001,3,Null,95-international-swedish-rally-2001,15.0,16.0,/final/95-international-swedish-rally-2001/,95-international-swedish-rally-2001,2001.0
1035,Tommi Mäkinen,International Swedish Rally,/entryinfo/95-international-swedish-rally-2001/5775/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>",95-international-swedish-rally-2001,15.0,16.0,/final/95-international-swedish-rally-2001/,95-international-swedish-rally-2001,2001.0
1034,Tommi Mäkinen,TAP Rallye de Portugal,/entryinfo/96-tap-rallye-de-portugal-2001/5850/,2001,1,Null,96-tap-rallye-de-portugal-2001,16.0,17.0,/final/96-tap-rallye-de-portugal-2001/,96-tap-rallye-de-portugal-2001,2001.0
458,Colin McRae,TAP Rallye de Portugal,/entryinfo/96-tap-rallye-de-portugal-2001/5847/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Mechanical                            </div>",96-tap-rallye-de-portugal-2001,16.0,17.0,/final/96-tap-rallye-de-portugal-2001/,96-tap-rallye-de-portugal-2001,2001.0
400,Carlos Sainz,TAP Rallye de Portugal,/entryinfo/96-tap-rallye-de-portugal-2001/5846/,2001,2,Null,96-tap-rallye-de-portugal-2001,16.0,17.0,/final/96-tap-rallye-de-portugal-2001/,96-tap-rallye-de-portugal-2001,2001.0
1033,Tommi Mäkinen,Rallye Catalunya - Costa Brava - Rallye de España,/entryinfo/97-rallye-catalunya-costa-brava-rallye-de-espana-2001/5946/,2001,3,Null,97-rallye-catalunya-costa-brava-rallye-de-espana-2001,17.0,18.0,/final/97-rallye-catalunya-costa-brava-rallye-de-espana-2001/,97-rallye-catalunya-costa-brava-rallye-de-espana-2001,2001.0
457,Colin McRae,Rallye Catalunya - Costa Brava - Rallye de España,/entryinfo/97-rallye-catalunya-costa-brava-rallye-de-espana-2001/5943/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Fuel pump                            </div>",97-rallye-catalunya-costa-brava-rallye-de-espana-2001,17.0,18.0,/final/97-rallye-catalunya-costa-brava-rallye-de-espana-2001/,97-rallye-catalunya-costa-brava-rallye-de-espana-2001,2001.0
399,Carlos Sainz,Rallye Catalunya - Costa Brava - Rallye de España,/entryinfo/97-rallye-catalunya-costa-brava-rallye-de-espana-2001/5942/,2001,5,Null,97-rallye-catalunya-costa-brava-rallye-de-espana-2001,17.0,18.0,/final/97-rallye-catalunya-costa-brava-rallye-de-espana-2001/,97-rallye-catalunya-costa-brava-rallye-de-espana-2001,2001.0
398,Carlos Sainz,Rally Argentina,/entryinfo/98-rally-argentina-2001/6020/,2001,3,Null,98-rally-argentina-2001,18.0,19.0,/final/98-rally-argentina-2001/,98-rally-argentina-2001,2001.0
1032,Tommi Mäkinen,Rally Argentina,/entryinfo/98-rally-argentina-2001/6024/,2001,4,Null,98-rally-argentina-2001,18.0,19.0,/final/98-rally-argentina-2001/,98-rally-argentina-2001,2001.0
456,Colin McRae,Rally Argentina,/entryinfo/98-rally-argentina-2001/6021/,2001,1,Null,98-rally-argentina-2001,18.0,19.0,/final/98-rally-argentina-2001/,98-rally-argentina-2001,2001.0
397,Carlos Sainz,Cyprus Rally,/entryinfo/99-cyprus-rally-2001/6092/,2001,3,Null,99-cyprus-rally-2001,19.0,20.0,/final/99-cyprus-rally-2001/,99-cyprus-rally-2001,2001.0
1031,Tommi Mäkinen,Cyprus Rally,/entryinfo/99-cyprus-rally-2001/6096/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>",99-cyprus-rally-2001,19.0,20.0,/final/99-cyprus-rally-2001/,99-cyprus-rally-2001,2001.0
455,Colin McRae,Cyprus Rally,/entryinfo/99-cyprus-rally-2001/6093/,2001,1,Null,99-cyprus-rally-2001,19.0,20.0,/final/99-cyprus-rally-2001/,99-cyprus-rally-2001,2001.0
396,Carlos Sainz,Acropolis Rally,/entryinfo/100-acropolis-rally-2001/6168/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>",100-acropolis-rally-2001,20.0,21.0,/final/100-acropolis-rally-2001/,100-acropolis-rally-2001,2001.0
1030,Tommi Mäkinen,Acropolis Rally,/entryinfo/100-acropolis-rally-2001/6172/,2001,4,Null,100-acropolis-rally-2001,20.0,21.0,/final/100-acropolis-rally-2001/,100-acropolis-rally-2001,2001.0
454,Colin McRae,Acropolis Rally,/entryinfo/100-acropolis-rally-2001/6169/,2001,1,Null,100-acropolis-rally-2001,20.0,21.0,/final/100-acropolis-rally-2001/,100-acropolis-rally-2001,2001.0
395,Carlos Sainz,Safari Rally Kenya,/entryinfo/101-safari-rally-kenya-2001/6279/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>",101-safari-rally-kenya-2001,21.0,22.0,/final/101-safari-rally-kenya-2001/,101-safari-rally-kenya-2001,2001.0
453,Colin McRae,Safari Rally Kenya,/entryinfo/101-safari-rally-kenya-2001/6280/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Clutch                            </div>",101-safari-rally-kenya-2001,21.0,22.0,/final/101-safari-rally-kenya-2001/,101-safari-rally-kenya-2001,2001.0
1029,Tommi Mäkinen,Safari Rally Kenya,/entryinfo/101-safari-rally-kenya-2001/6283/,2001,1,Null,101-safari-rally-kenya-2001,21.0,22.0,/final/101-safari-rally-kenya-2001/,101-safari-rally-kenya-2001,2001.0
394,Carlos Sainz,Neste Rally Finland,/entryinfo/102-neste-rally-finland-2001/6321/,2001,6,Null,102-neste-rally-finland-2001,22.0,23.0,/final/102-neste-rally-finland-2001/,102-neste-rally-finland-2001,2001.0
452,Colin McRae,Neste Rally Finland,/entryinfo/102-neste-rally-finland-2001/6322/,2001,3,Null,102-neste-rally-finland-2001,22.0,23.0,/final/102-neste-rally-finland-2001/,102-neste-rally-finland-2001,2001.0
1028,Tommi Mäkinen,Propecia Rally New Zealand,/entryinfo/103-propecia-rally-new-zealand-2001/6484/,2001,8,Null,103-propecia-rally-new-zealand-2001,23.0,24.0,/final/103-propecia-rally-new-zealand-2001/,103-propecia-rally-new-zealand-2001,2001.0
393,Carlos Sainz,Propecia Rally New Zealand,/entryinfo/103-propecia-rally-new-zealand-2001/6480/,2001,4,Null,103-propecia-rally-new-zealand-2001,23.0,24.0,/final/103-propecia-rally-new-zealand-2001/,103-propecia-rally-new-zealand-2001,2001.0
451,Colin McRae,Propecia Rally New Zealand,/entryinfo/103-propecia-rally-new-zealand-2001/6481/,2001,2,Null,103-propecia-rally-new-zealand-2001,23.0,24.0,/final/103-propecia-rally-new-zealand-2001/,103-propecia-rally-new-zealand-2001,2001.0
1027,Tommi Mäkinen,Rallye Sanremo - Rallye d'Italia,/entryinfo/104-rallye-sanremo-rallye-ditalia-2001/6551/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Lost wheel                            </div>",104-rallye-sanremo-rallye-ditalia-2001,24.0,25.0,/final/104-rallye-sanremo-rallye-ditalia-2001/,104-rallye-sanremo-rallye-ditalia-2001,2001.0
168,Sébastien Loeb,Rallye Sanremo - Rallye d'Italia,/entryinfo/104-rallye-sanremo-rallye-ditalia-2001/6563/,2001,2,Null,104-rallye-sanremo-rallye-ditalia-2001,24.0,25.0,/final/104-rallye-sanremo-rallye-ditalia-2001/,104-rallye-sanremo-rallye-ditalia-2001,2001.0
450,Colin McRae,Rallye Sanremo - Rallye d'Italia,/entryinfo/104-rallye-sanremo-rallye-ditalia-2001/6548/,2001,8,Null,104-rallye-sanremo-rallye-ditalia-2001,24.0,25.0,/final/104-rallye-sanremo-rallye-ditalia-2001/,104-rallye-sanremo-rallye-ditalia-2001,2001.0
392,Carlos Sainz,Rallye Sanremo - Rallye d'Italia,/entryinfo/104-rallye-sanremo-rallye-ditalia-2001/6547/,2001,4,Null,104-rallye-sanremo-rallye-ditalia-2001,24.0,25.0,/final/104-rallye-sanremo-rallye-ditalia-2001/,104-rallye-sanremo-rallye-ditalia-2001,2001.0
1026,Tommi Mäkinen,Tour de Corse - Rallye de France,/entryinfo/105-tour-de-corse-rallye-de-france-2001/6625/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>",105-tour-de-corse-rallye-de-france-2001,25.0,26.0,/final/105-tour-de-corse-rallye-de-france-2001/,105-tour-de-corse-rallye-de-france-2001,2001.0
391,Carlos Sainz,Tour de Corse - Rallye de France,/entryinfo/105-tour-de-corse-rallye-de-france-2001/6621/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Oil pressure                            </div>",105-tour-de-corse-rallye-de-france-2001,25.0,26.0,/final/105-tour-de-corse-rallye-de-france-2001/,105-tour-de-corse-rallye-de-france-2001,2001.0
449,Colin McRae,Tour de Corse - Rallye de France,/entryinfo/105-tour-de-corse-rallye-de-france-2001/6622/,2001,1,Null,105-tour-de-corse-rallye-de-france-2001,25.0,26.0,/final/105-tour-de-corse-rallye-de-france-2001/,105-tour-de-corse-rallye-de-france-2001,2001.0
448,Colin McRae,Telstra Rally Australia,/entryinfo/106-telstra-rally-australia-2001/6784/,2001,5,Null,106-telstra-rally-australia-2001,26.0,27.0,/final/106-telstra-rally-australia-2001/,106-telstra-rally-australia-2001,2001.0
1025,Tommi Mäkinen,Telstra Rally Australia,/entryinfo/106-telstra-rally-australia-2001/6787/,2001,6,Null,106-telstra-rally-australia-2001,26.0,27.0,/final/106-telstra-rally-australia-2001/,106-telstra-rally-australia-2001,2001.0
390,Carlos Sainz,Telstra Rally Australia,/entryinfo/106-telstra-rally-australia-2001/6783/,2001,8,Null,106-telstra-rally-australia-2001,26.0,27.0,/final/106-telstra-rally-australia-2001/,106-telstra-rally-australia-2001,2001.0
389,Carlos Sainz,Network Q Rally of Great Britain,/entryinfo/107-network-q-rally-of-great-britain-2001/6856/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Spectator injury                            </div>",107-network-q-rally-of-great-britain-2001,27.0,28.0,/final/107-network-q-rally-of-great-britain-2001/,107-network-q-rally-of-great-britain-2001,2001.0
1024,Tommi Mäkinen,Network Q Rally of Great Britain,/entryinfo/107-network-q-rally-of-great-britain-2001/6860/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Lost wheel                            </div>",107-network-q-rally-of-great-britain-2001,27.0,28.0,/final/107-network-q-rally-of-great-britain-2001/,107-network-q-rally-of-great-britain-2001,2001.0
447,Colin McRae,Network Q Rally of Great Britain,/entryinfo/107-network-q-rally-of-great-britain-2001/6857/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>",107-network-q-rally-of-great-britain-2001,27.0,28.0,/final/107-network-q-rally-of-great-britain-2001/,107-network-q-rally-of-great-britain-2001,2001.0
446,Colin McRae,Rallye Automobile Monte-Carlo,/entryinfo/79-rallye-automobile-monte-carlo-2002/4606/,2002,4,Null,79-rallye-automobile-monte-carlo-2002,28.0,29.0,/final/79-rallye-automobile-monte-carlo-2002/,79-rallye-automobile-monte-carlo-2002,2002.0
167,Sébastien Loeb,Rallye Automobile Monte-Carlo,/entryinfo/79-rallye-automobile-monte-carlo-2002/4618/,2002,2,Null,79-rallye-automobile-monte-carlo-2002,28.0,29.0,/final/79-rallye-automobile-monte-carlo-2002/,79-rallye-automobile-monte-carlo-2002,2002.0
1023,Tommi Mäkinen,Rallye Automobile Monte-Carlo,/entryinfo/79-rallye-automobile-monte-carlo-2002/4610/,2002,1,Null,79-rallye-automobile-monte-carlo-2002,28.0,29.0,/final/79-rallye-automobile-monte-carlo-2002/,79-rallye-automobile-monte-carlo-2002,2002.0
388,Carlos Sainz,Rallye Automobile Monte-Carlo,/entryinfo/79-rallye-automobile-monte-carlo-2002/4605/,2002,3,Null,79-rallye-automobile-monte-carlo-2002,28.0,29.0,/final/79-rallye-automobile-monte-carlo-2002/,79-rallye-automobile-monte-carlo-2002,2002.0
387,Carlos Sainz,Uddeholm Swedish Rally,/entryinfo/80-uddeholm-swedish-rally-2002/4659/,2002,3,Null,80-uddeholm-swedish-rally-2002,29.0,30.0,/final/80-uddeholm-swedish-rally-2002/,80-uddeholm-swedish-rally-2002,2002.0
1022,Tommi Mäkinen,Uddeholm Swedish Rally,/entryinfo/80-uddeholm-swedish-rally-2002/4665/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>",80-uddeholm-swedish-rally-2002,29.0,30.0,/final/80-uddeholm-swedish-rally-2002/,80-uddeholm-swedish-rally-2002,2002.0
445,Colin McRae,Uddeholm Swedish Rally,/entryinfo/80-uddeholm-swedish-rally-2002/4660/,2002,6,Null,80-uddeholm-swedish-rally-2002,29.0,30.0,/final/80-uddeholm-swedish-rally-2002/,80-uddeholm-swedish-rally-2002,2002.0
